ID,Name,Organizational Group,XWP Code,Initiator,Work Plan,Related to,Sequence,ECC / RC,Destructive,Phase,Gate,Remark,Duration,Duration factor,Duration calculated,Duration Total,Costs,Total Costs,Validity Status,Manager,Performed by,Note,App. No.
CAE-017,3D Shaft Durability,PFG-030-DurabilityReliabilityEnvironment,S145460130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,"sample size:
only required if no further geo optimization with masta is possible
or a complicated notch design is implemented
non-performance risk:
shaft breakage",60,1,60,60,,,,M. Trefz_100,MAGNA,,1
CAE-020,Masta concept bearing model,PFG-030-DurabilityReliabilityEnvironment,M1461,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-020,Masta concept bearing model,PFG-030-DurabilityReliabilityEnvironment,S146150130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,"sample size:
0,3 if already done in previous phase for adaptions",60,1,60,err,,,,M. Trefz_100,MAGNA,,1
CAE-020,Masta concept bearing model,PFG-030-DurabilityReliabilityEnvironment,S146160130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,"sample size:
0,3 if already done in previous phase for housing adaption",60,1,60,err,,,,M. Trefz_100,MAGNA,,1
CAE-021,Bearing Lifetime Calculation in transmission system,PFG-030-DurabilityReliabilityEnvironment,M1462,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-021,Bearing Lifetime Calculation in transmission system,PFG-030-DurabilityReliabilityEnvironment,S146250130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,"non-performance risk:
bearing failure",25,1,25,50,,,,M. Trefz_100,MAGNA,,1
CAE-021,Bearing Lifetime Calculation in transmission system,PFG-030-DurabilityReliabilityEnvironment,S146260130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,"non-performance risk:
bearing failure",25,1,25,50,,,,M. Trefz_100,MAGNA,,1
CAE-022,Bearing damage coefficients for envelope assessment,PFG-030-DurabilityReliabilityEnvironment,M1463,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-022,Bearing damage coefficients for envelope assessment,PFG-030-DurabilityReliabilityEnvironment,S146350130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,,10,1,10,10,,,,M. Trefz_100,MAGNA,,1
CAE-022,Bearing damage coefficients for envelope assessment,PFG-030-DurabilityReliabilityEnvironment,S146360130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,,10,1,10,10,,,,M. Trefz_100,MAGNA,,1
CAE-024,Shim-Analyses,PFG-030-DurabilityReliabilityEnvironment,M1464,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-024,Shim-Analyses,PFG-030-DurabilityReliabilityEnvironment,S146450130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,"non-performance risk:
bearing failure",30,1,30,30,,,,M. Trefz_100,MAGNA,,1
CAE-024,Shim-Analyses,PFG-030-DurabilityReliabilityEnvironment,S146460130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,"non-performance risk:
bearing failure",30,1,30,30,,,,M. Trefz_100,MAGNA,,1
CAE-031,Lubrication simulation (FP4),PFG-030-DurabilityReliabilityEnvironment,M1466,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-031,Lubrication simulation (FP4),PFG-030-DurabilityReliabilityEnvironment,R1466501xxxxx608,,,[FP4],,ECC-050-CAE,,SD3,G3,,90,1,90,90,,,,M. Trefz_100,MAGNA,,1
CAE-031,Lubrication simulation (FP4),PFG-030-DurabilityReliabilityEnvironment,R1466601xxxxx608,,,[FP4],,ECC-050-CAE,,SD4,G4,,90,1,90,90,,,,M. Trefz_100,MAGNA,,1
CAE-032,Quasi-static oil pyramid simulation (FP4s),PFG-030-DurabilityReliabilityEnvironment,M1467,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-032,Quasi-static oil pyramid simulation (FP4s),PFG-030-DurabilityReliabilityEnvironment,R1467501xxxxx608,,,[FP4s],,ECC-050-CAE,,SD3,G3,,60,1,60,60,,,,M. Trefz_100,MAGNA,,1
CAE-032,Quasi-static oil pyramid simulation (FP4s),PFG-030-DurabilityReliabilityEnvironment,R1467601xxxxx608,,,[FP4s],,ECC-050-CAE,,SD4,G4,,60,1,60,60,,,,M. Trefz_100,MAGNA,,1
CAE-033,Splash loss investigation (relative values / A-B-Comparisons) (FP10),PFG-030-DurabilityReliabilityEnvironment,M1468,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-033,Splash loss investigation (relative values / A-B-Comparisons) (FP10),PFG-030-DurabilityReliabilityEnvironment,R1468501xxxxx608,,,EFF-200,,ECC-050-CAE,,SD3,G3,,60,1,60,0,,,,M. Trefz_100,MAGNA,,1
CAE-033,Splash loss investigation (relative values / A-B-Comparisons) (FP10),PFG-030-DurabilityReliabilityEnvironment,R1468601xxxxx608,,,EFF-200,,ECC-050-CAE,,SD4,G4,,60,1,60,0,,,,M. Trefz_100,MAGNA,,1
CAE-051,Durability of clutch commodity,PFG-030-DurabilityReliabilityEnvironment,M2801,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-051,Durability of clutch commodity,PFG-030-DurabilityReliabilityEnvironment,R2801501xxxxx608,,,CLS-0310 / CLS-0518 / CLS-0612,,ECC-050-CAE,,SD3,G3,,40,1,40,20,,,,M. Trefz_100,MAGNA,,1
CAE-051,Durability of clutch commodity,PFG-030-DurabilityReliabilityEnvironment,R2801601xxxxx608,,,CLS-0310 / CLS-0518 / CLS-0612,,ECC-050-CAE,,SD4,G4,,40,1,40,0,,,,M. Trefz_100,MAGNA,,1
CAE-052,Durability for each single weld seam,PFG-030-DurabilityReliabilityEnvironment,M2802,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-052,Durability for each single weld seam,PFG-030-DurabilityReliabilityEnvironment,R2802501xxxxx608,,,CLS-0519 / CLS-0908,,ECC-050-CAE,,SD3,G3,,30,1,30,15,,,,M. Trefz_100,MAGNA,,1
CAE-052,Durability for each single weld seam,PFG-030-DurabilityReliabilityEnvironment,R2802601xxxxx608,,,CLS-0519 / CLS-0908,,ECC-050-CAE,,SD4,G4,,30,1,30,0,,,,M. Trefz_100,MAGNA,,1
CAE-053,Clutch system deformations and unbalance forces,PFG-030-DurabilityReliabilityEnvironment,M2803,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-053,Clutch system deformations and unbalance forces,PFG-030-DurabilityReliabilityEnvironment,R2803501xxxxx608,,,CLS-0215,,ECC-050-CAE,,SD3,G3,,80,1,80,40,,,,M. Trefz_100,MAGNA,,1
CAE-053,Clutch system deformations and unbalance forces,PFG-030-DurabilityReliabilityEnvironment,R2803601xxxxx608,,,CLS-0215,,ECC-050-CAE,,SD4,G4,,80,1,80,0,,,,M. Trefz_100,MAGNA,,1
CAE-054,Clutch system bearing durability,PFG-030-DurabilityReliabilityEnvironment,M2804,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-054,Clutch system bearing durability,PFG-030-DurabilityReliabilityEnvironment,R2804501xxxxx608,,,CLS-0410,,ECC-050-CAE,,SD3,G3,,60,1,60,30,,,,M. Trefz_100,MAGNA,,1
CAE-054,Clutch system bearing durability,PFG-030-DurabilityReliabilityEnvironment,R2804601xxxxx608,,,CLS-0410,,ECC-050-CAE,,SD4,G4,,60,1,60,0,,,,M. Trefz_100,MAGNA,,1
CAE-055,Clutch System NVH behavior,PFG-030-DurabilityReliabilityEnvironment,M2805,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-055,Clutch System NVH behavior,PFG-030-DurabilityReliabilityEnvironment,R2805501xxxxx608,,,CLS-0216,,ECC-050-CAE,,SD3,G3,,40,1,40,20,,,,M. Trefz_100,MAGNA,,1
CAE-055,Clutch System NVH behavior,PFG-030-DurabilityReliabilityEnvironment,R2805601xxxxx608,,,CLS-0216,,ECC-050-CAE,,SD4,G4,,40,1,40,0,,,,M. Trefz_100,MAGNA,,1
CAE-061,Durability e-mach parts,PFG-030-DurabilityReliabilityEnvironment,M1157,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-061,Durability e-mach parts,PFG-030-DurabilityReliabilityEnvironment,S115750130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,,60,1,60,err,,,,M. Trefz_100,MAGNA,,1
CAE-061,Durability e-mach parts,PFG-030-DurabilityReliabilityEnvironment,S115760130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,,60,1,60,err,,,,M. Trefz_100,MAGNA,,1
CAE-063,Deformation analysis e-mach parts,PFG-030-DurabilityReliabilityEnvironment,M1160,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-063,Deformation analysis e-mach parts,PFG-030-DurabilityReliabilityEnvironment,S116050130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,,80,1,80,err,,,,M. Trefz_100,MAGNA,,1
CAE-063,Deformation analysis e-mach parts,PFG-030-DurabilityReliabilityEnvironment,S116060130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,,80,1,80,err,,,,M. Trefz_100,MAGNA,,1
CAE-069,rotor shaft bearing analysis,PFG-030-DurabilityReliabilityEnvironment,M2852,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-069,rotor shaft bearing analysis,PFG-030-DurabilityReliabilityEnvironment,S285250130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,,40,1,40,40,,,,M. Trefz_100,MAGNA,,1
CAE-069,rotor shaft bearing analysis,PFG-030-DurabilityReliabilityEnvironment,S285260130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,,40,1,40,40,,,,M. Trefz_100,MAGNA,,1
CAE-101,Launch & Creep Vibration Analysis,PFG-030-DurabilityReliabilityEnvironment,M1471,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-101,Launch & Creep Vibration Analysis,PFG-030-DurabilityReliabilityEnvironment,S147150130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,"sample size:
0,3x if done in previous phase
non-performance risk:
Judder/drivability problems",80,1,80,err,,,,M. Trefz_100,MAGNA,,1
CAE-101,Launch & Creep Vibration Analysis,PFG-030-DurabilityReliabilityEnvironment,S147160130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,"sample size:
0,3x if done in previous phase
non-performance risk:
Judder/drivability problems",80,1,80,err,,,,M. Trefz_100,MAGNA,,1
CAE-102,Clack Noise analysis,PFG-030-DurabilityReliabilityEnvironment,M2857,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-102,Clack Noise analysis,PFG-030-DurabilityReliabilityEnvironment,S285750130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,"sample size: 
0,3x if done in previous phase
non-performance risk:
late NVH issues",100,1,100,err,,,,M. Trefz_100,MAGNA,,1
CAE-102,Clack Noise analysis,PFG-030-DurabilityReliabilityEnvironment,S285760130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,"sample size: 
0,3x if done in previous phase
non-performance risk:
late NVH issues",100,1,100,err,,,,M. Trefz_100,MAGNA,,1
CAE-103,Dog clutch simulation,PFG-030-DurabilityReliabilityEnvironment,M2858,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-103,Dog clutch simulation,PFG-030-DurabilityReliabilityEnvironment,S285850130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,"sample size:
0,3x if done in previous phase
non-performance risk:
Shift issues",100,1,100,err,,,,M. Trefz_100,MAGNA,,1
CAE-103,Dog clutch simulation,PFG-030-DurabilityReliabilityEnvironment,S285860130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,"sample size:
0,3x if done in previous phase
non-performance risk:
Shift issues",100,1,100,err,,,,M. Trefz_100,MAGNA,,1
CAE-111,MISUSE (worst case) peak torque analysis,PFG-030-DurabilityReliabilityEnvironment,M1472,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-111,MISUSE (worst case) peak torque analysis,PFG-030-DurabilityReliabilityEnvironment,S147250130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,"sample size:
0,3x if done in previous phase
non-performance risk:
unknown high loads by misuse/special cases",60,1,60,err,,,,M. Trefz_100,MAGNA,,1
CAE-111,MISUSE (worst case) peak torque analysis,PFG-030-DurabilityReliabilityEnvironment,S147260130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,"sample size:
0,3x if done in previous phase
non-performance risk:
unknown high loads by misuse/special cases",60,1,60,err,,,,M. Trefz_100,MAGNA,,1
CAE-112,Park system drop-in peak torque simulation,PFG-030-DurabilityReliabilityEnvironment,M1473,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-112,Park system drop-in peak torque simulation,PFG-030-DurabilityReliabilityEnvironment,S147350130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,"sample size:
0,3x if done in previous phase
non-performance risk:
unknown high loads for housing",40,1,40,err,,,,M. Trefz_100,MAGNA,,1
CAE-112,Park system drop-in peak torque simulation,PFG-030-DurabilityReliabilityEnvironment,S147360130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,"sample size:
0,3x if done in previous phase
non-performance risk:
unknown high loads for housing",40,1,40,err,,,,M. Trefz_100,MAGNA,,1
CAE-122,Powertrain torsional eigenfrequency calculation,PFG-030-DurabilityReliabilityEnvironment,M1474,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-122,Powertrain torsional eigenfrequency calculation,PFG-030-DurabilityReliabilityEnvironment,S147450130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,"sample size:
0,3x if done in previous phase
non-performance risk:
NVH problem",100,1,100,err,,,,M. Trefz_100,MAGNA,,1
CAE-122,Powertrain torsional eigenfrequency calculation,PFG-030-DurabilityReliabilityEnvironment,S147460130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,"sample size:
0,3x if done in previous phase
non-performance risk:
NVH problem",100,1,100,err,,,,M. Trefz_100,MAGNA,,1
CAE-123,RATTLE potenzial simulation ,PFG-030-DurabilityReliabilityEnvironment,M1475,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-123,RATTLE potenzial simulation ,PFG-030-DurabilityReliabilityEnvironment,R1475501xxxxx608,,,NVH-0204,,ECC-050-CAE,,SD3,G3,,20,1,20,20,,,,M. Trefz_100,MAGNA,,1
CAE-123,RATTLE potenzial simulation ,PFG-030-DurabilityReliabilityEnvironment,R1475601xxxxx608,,,NVH-0204,,ECC-050-CAE,,SD4,G4,,20,1,20,0,,,,M. Trefz_100,MAGNA,,1
CAE-124,RATTLE transient simulation,PFG-030-DurabilityReliabilityEnvironment,M1476,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-124,RATTLE transient simulation,PFG-030-DurabilityReliabilityEnvironment,R1476501xxxxx608,,,NVH-0205,,ECC-050-CAE,,SD3,G3,,120,1,120,120,,,,M. Trefz_100,MAGNA,,1
CAE-124,RATTLE transient simulation,PFG-030-DurabilityReliabilityEnvironment,R1476601xxxxx608,,,NVH-0205,,ECC-050-CAE,,SD4,G4,,120,1,120,0,,,,M. Trefz_100,MAGNA,,1
CAE-153,Park system ratcheting design optimization,PFG-030-DurabilityReliabilityEnvironment,M1478,,,,,,,,,,,,,,,,,,MAGNA,,
CAE-153,Park system ratcheting design optimization,PFG-030-DurabilityReliabilityEnvironment,S147850130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD3,G3,"sample size:
0,3x if done in previous phase
non-performance risk:
NVH, much wear on pawl and PSgear",60,1,60,err,,,,M. Trefz_100,MAGNA,,1
CAE-153,Park system ratcheting design optimization,PFG-030-DurabilityReliabilityEnvironment,S147860130032604,PFG-030_CAE,BB-010_New gear set (gears/FD/ratio),,,ECC-050-CAE,,SD4,G4,"sample size:
0,3x if done in previous phase
non-performance risk:
NVH, much wear on pawl and PSgear",60,1,60,err,,,,M. Trefz_100,MAGNA,,1
CLS-0101,Alignment Book of Requirements,BB-050-ClutchesDecoupling,M2229,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-0101,Alignment Book of Requirements,BB-050-ClutchesDecoupling,S222950112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"Sample size:
0 if done in previous phase",200,1,200,err,,,,G. Faix_100,MAGNA,,1
CLS-0101,Alignment Book of Requirements,BB-050-ClutchesDecoupling,S222960112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"Sample size:
0 if done in previous phase",200,1,200,err,,,,G. Faix_100,MAGNA,,1
CLS-0110,Create and Evaluate - Special case simulation (EFF 35),BB-050-ClutchesDecoupling,M2238,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-0110,Create and Evaluate - Special case simulation (EFF 35),BB-050-ClutchesDecoupling,S223850112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase and no change
",10,1,10,err,,,,G. Faix_100,MAGNA,,1
CLS-0110,Create and Evaluate - Special case simulation (EFF 35),BB-050-ClutchesDecoupling,S223860112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase and no change
",10,1,10,err,,,,G. Faix_100,MAGNA,,1
CLS-0111,Create and Evaluate - Thermo simulation (EFF tbd),BB-050-ClutchesDecoupling,M2239,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-0111,Create and Evaluate - Thermo simulation (EFF tbd),BB-050-ClutchesDecoupling,S223950112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase and no change
",10,1,10,err,,,,G. Faix_100,MAGNA,,1
CLS-0111,Create and Evaluate - Thermo simulation (EFF tbd),BB-050-ClutchesDecoupling,S223960112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase and no change
",10,1,10,err,,,,G. Faix_100,MAGNA,,1
CLS-0112,Create and Evaluate - CTKLT envelope check (DUR 26),BB-050-ClutchesDecoupling,M2240,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-0112,Create and Evaluate - CTKLT envelope check (DUR 26),BB-050-ClutchesDecoupling,S224050112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase and no change
",10,1,10,err,,,,G. Faix_100,MAGNA,,1
CLS-0112,Create and Evaluate - CTKLT envelope check (DUR 26),BB-050-ClutchesDecoupling,S224060112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase and no change
",10,1,10,err,,,,G. Faix_100,MAGNA,,1
CLS-0202,Review Lessons Learned,BB-050-ClutchesDecoupling,M2243,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-0202,Review Lessons Learned,BB-050-ClutchesDecoupling,S224360112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase",10,1,10,err,,,,G. Faix_100,MAGNA,,1
CLS-0203,ADAPT tolerance study (axial & radial) (CAE-208),BB-050-ClutchesDecoupling,M2244,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-0203,ADAPT tolerance study (axial & radial) (CAE-208),BB-050-ClutchesDecoupling,S224450112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase and no change / nur wenn andere Wellendurchbiegung
",20,1,20,err,,,,G. Faix_100,MAGNA,,1
CLS-0203,ADAPT tolerance study (axial & radial) (CAE-208),BB-050-ClutchesDecoupling,S224460112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase and no change / nur wenn andere Wellendurchbiegung
",20,1,20,err,,,,G. Faix_100,MAGNA,,1
CLS-0215,Clutch system deformations and unbalance forces (CAE-053),BB-050-ClutchesDecoupling,M1190,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-0215,Clutch system deformations and unbalance forces (CAE-053),BB-050-ClutchesDecoupling,S119050112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,,20,1,20,10,,,,G. Faix_100,MAGNA,,1
CLS-0215,Clutch system deformations and unbalance forces (CAE-053),BB-050-ClutchesDecoupling,S119060112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"Sample Size:
0 if done in previous phase",20,1,20,err,,,,G. Faix_100,MAGNA,,1
CLS-0216,Clutch System NVH behavior (CAE-055),BB-050-ClutchesDecoupling,M1191,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-0216,Clutch System NVH behavior (CAE-055),BB-050-ClutchesDecoupling,S119150112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,,30,1,30,15,,,,G. Faix_100,MAGNA,,1
CLS-0216,Clutch System NVH behavior (CAE-055),BB-050-ClutchesDecoupling,S119160112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"Sample Size:
0 if done in previous phase",30,1,30,err,,,,G. Faix_100,MAGNA,,1
CLS-0410,CAE-Calculations Bearings (CAE-054),BB-050-ClutchesDecoupling,M2273,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-0410,CAE-Calculations Bearings (CAE-054),BB-050-ClutchesDecoupling,S227350112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,,30,1,30,15,,,,G. Faix_100,MAGNA,,1
CLS-0410,CAE-Calculations Bearings (CAE-054),BB-050-ClutchesDecoupling,S227360112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"Sample Size:
0 if done in previous phase",30,1,30,err,,,,G. Faix_100,MAGNA,,1
CLS-0518,Carrier: CAE-Calculations (CAE-051),BB-050-ClutchesDecoupling,M2291,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-0518,Carrier: CAE-Calculations (CAE-051),BB-050-ClutchesDecoupling,S229150112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,,30,1,30,15,,,,G. Faix_100,MAGNA,,1
CLS-0518,Carrier: CAE-Calculations (CAE-051),BB-050-ClutchesDecoupling,S229160112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"Sample Size:
0 if done in previous phase",30,1,30,err,,,,G. Faix_100,MAGNA,,1
CLS-0519,Welding: CAE-Calculation (CAE-052),BB-050-ClutchesDecoupling,M1193,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-0519,Welding: CAE-Calculation (CAE-052),BB-050-ClutchesDecoupling,S119350112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,,30,1,30,15,,,,G. Faix_100,MAGNA,,1
CLS-0519,Welding: CAE-Calculation (CAE-052),BB-050-ClutchesDecoupling,S119360112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"Sample Size:
0 if done in previous phase",30,1,30,err,,,,G. Faix_100,MAGNA,,1
CLS-0701,Review/Update SSRS clutch pack,BB-050-ClutchesDecoupling,M2305,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-0701,Review/Update SSRS clutch pack,BB-050-ClutchesDecoupling,S230550112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase and no change
",100,1,100,err,,,,G. Faix_100,MAGNA,,1
CLS-0701,Review/Update SSRS clutch pack,BB-050-ClutchesDecoupling,S230560112032604,BB-050_Clutch System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase and no change
",100,1,100,err,,,,G. Faix_100,MAGNA,,1
CLS-1303,Testing execution & Analyse SC Special Cases,BB-050-ClutchesDecoupling,M2343,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-1303,Testing execution & Analyse SC Special Cases,BB-050-ClutchesDecoupling,R2343501xxxxx608,,,[SC_v] / [SC_r],,ECC-010-MechanicalEngineering,,SD3,G3,,4,1,4,4,,,,G. Faix_100,MAGNA,,1
CLS-1303,Testing execution & Analyse SC Special Cases,BB-050-ClutchesDecoupling,R2343601xxxxx608,,,[SC_v] / [SC_r],,ECC-010-MechanicalEngineering,,SD4,G4,,4,1,4,4,,,,G. Faix_100,MAGNA,,1
CLS-1401,Testing Analyse DP2/Durop - Dyno load test / Durability of Rotating Parts,BB-050-ClutchesDecoupling,M2345,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-1401,Testing Analyse DP2/Durop - Dyno load test / Durability of Rotating Parts,BB-050-ClutchesDecoupling,R2345501xxxxx608,,,[DP2_DUROP],,ECC-010-MechanicalEngineering,,SD3,G3,,10,1,10,20,,,,G. Faix_100,MAGNA,,1
CLS-1401,Testing Analyse DP2/Durop - Dyno load test / Durability of Rotating Parts,BB-050-ClutchesDecoupling,R2345601xxxxx608,,,[DP2_DUROP],,ECC-010-MechanicalEngineering,,SD4,G4,,10,1,10,20,,,,G. Faix_100,MAGNA,,1
CLS-1402,Testing Analyse DP1 - High speed endurance test,BB-050-ClutchesDecoupling,M2346,,,,,,,,,,,,,,,,,,MAGNA,,
CLS-1402,Testing Analyse DP1 - High speed endurance test,BB-050-ClutchesDecoupling,R2346501xxxxx608,,,[DP1],,ECC-010-MechanicalEngineering,,SD3,G3,,10,1,10,10,,,,G. Faix_100,MAGNA,,1
CLS-1402,Testing Analyse DP1 - High speed endurance test,BB-050-ClutchesDecoupling,R2346601xxxxx608,,,[DP1],,ECC-010-MechanicalEngineering,,SD4,G4,,10,1,10,10,,,,G. Faix_100,MAGNA,,1
CLS-1404,Testing Analyse FP3 - Towing test ,BB-050-ClutchesDecoupling,M2348,,,,,,,,,,,,,,,,,,MAGNA,,
